"","X","Country","Year","Month","Day","flu_cases","infant_mortality","life_expectancy","fertility","population","gdp","continent","region"
"16639",16639,"Uruguay",2003,8,17,184,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16640",16640,"Uruguay",2003,8,10,178,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16641",16641,"Uruguay",2003,8,3,158,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16642",16642,"Uruguay",2003,7,27,173,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16643",16643,"Uruguay",2003,7,13,199,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16644",16644,"Uruguay",2003,7,6,205,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16645",16645,"Uruguay",2003,6,29,251,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16646",16646,"Uruguay",2003,6,22,308,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16647",16647,"Uruguay",2003,6,15,221,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16648",16648,"Uruguay",2003,6,8,157,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16649",16649,"Uruguay",2003,3,30,104,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16650",16650,"Uruguay",2003,6,1,128,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16651",16651,"Uruguay",2003,5,25,118,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16652",16652,"Uruguay",2003,5,18,119,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16653",16653,"Uruguay",2003,5,11,122,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16654",16654,"Uruguay",2003,5,4,116,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16655",16655,"Uruguay",2003,4,27,104,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16656",16656,"Uruguay",2003,3,23,102,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16657",16657,"Uruguay",2003,4,20,106,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16658",16658,"Uruguay",2003,4,13,111,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16659",16659,"Uruguay",2003,4,6,110,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16660",16660,"Uruguay",2003,3,16,105,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16661",16661,"Uruguay",2004,6,13,165,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16662",16662,"Uruguay",2004,4,11,125,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16663",16663,"Uruguay",2004,5,30,151,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16664",16664,"Uruguay",2004,6,20,163,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16665",16665,"Uruguay",2004,9,5,153,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16666",16666,"Uruguay",2004,10,31,124,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16667",16667,"Uruguay",2004,11,14,117,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16668",16668,"Uruguay",2004,12,5,117,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16669",16669,"Uruguay",2004,5,16,163,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16670",16670,"Uruguay",2004,12,26,98,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16671",16671,"Uruguay",2004,12,19,99,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16672",16672,"Uruguay",2004,8,8,190,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16673",16673,"Uruguay",2004,1,11,122,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16674",16674,"Uruguay",2004,1,18,117,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16675",16675,"Uruguay",2004,5,9,137,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16676",16676,"Uruguay",2004,1,4,127,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16677",16677,"Uruguay",2004,3,21,113,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16678",16678,"Uruguay",2004,10,10,172,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16679",16679,"Uruguay",2004,12,12,101,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16680",16680,"Uruguay",2004,2,22,115,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16681",16681,"Uruguay",2004,3,28,120,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16682",16682,"Uruguay",2004,2,29,106,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16683",16683,"Uruguay",2004,6,6,162,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16684",16684,"Uruguay",2004,8,15,174,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16685",16685,"Uruguay",2004,1,25,108,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16686",16686,"Uruguay",2004,10,24,141,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16687",16687,"Uruguay",2004,7,25,208,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16688",16688,"Uruguay",2004,9,12,172,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16689",16689,"Uruguay",2004,4,4,122,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16690",16690,"Uruguay",2004,3,7,110,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16691",16691,"Uruguay",2004,8,1,226,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16692",16692,"Uruguay",2004,11,21,114,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16693",16693,"Uruguay",2004,5,23,166,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16694",16694,"Uruguay",2004,5,2,145,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16695",16695,"Uruguay",2004,7,4,245,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16696",16696,"Uruguay",2004,10,3,193,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16697",16697,"Uruguay",2004,10,17,158,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16698",16698,"Uruguay",2004,9,19,189,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16699",16699,"Uruguay",2004,2,1,104,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16700",16700,"Uruguay",2004,4,25,132,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16701",16701,"Uruguay",2004,11,7,117,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16702",16702,"Uruguay",2004,6,27,172,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16703",16703,"Uruguay",2004,2,8,100,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16704",16704,"Uruguay",2004,11,28,116,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16705",16705,"Uruguay",2004,7,11,251,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16706",16706,"Uruguay",2004,4,18,119,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16707",16707,"Uruguay",2004,2,15,108,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16708",16708,"Uruguay",2004,7,18,231,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16709",16709,"Uruguay",2004,3,14,115,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16710",16710,"Uruguay",2004,8,29,136,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16711",16711,"Uruguay",2004,9,26,176,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16712",16712,"Uruguay",2004,8,22,150,12.8,75.3,2.17,3324096,21433558291,"Americas","South America"
"16713",16713,"Uruguay",2005,8,14,162,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16714",16714,"Uruguay",2005,2,6,102,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16715",16715,"Uruguay",2005,7,10,118,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16716",16716,"Uruguay",2005,4,10,107,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16717",16717,"Uruguay",2005,12,11,94,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16718",16718,"Uruguay",2005,9,4,145,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16719",16719,"Uruguay",2005,5,29,137,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16720",16720,"Uruguay",2005,7,17,124,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16721",16721,"Uruguay",2005,11,6,133,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16722",16722,"Uruguay",2005,4,3,83,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16723",16723,"Uruguay",2005,10,30,167,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16724",16724,"Uruguay",2005,9,18,175,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16725",16725,"Uruguay",2005,5,8,125,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16726",16726,"Uruguay",2005,1,2,92,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16727",16727,"Uruguay",2005,12,25,103,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16728",16728,"Uruguay",2005,12,18,92,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16729",16729,"Uruguay",2005,5,22,132,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16730",16730,"Uruguay",2005,2,27,102,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16731",16731,"Uruguay",2005,6,12,140,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16732",16732,"Uruguay",2005,5,1,140,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16733",16733,"Uruguay",2005,12,4,90,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16734",16734,"Uruguay",2005,10,2,175,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16735",16735,"Uruguay",2005,1,9,89,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16736",16736,"Uruguay",2005,6,19,159,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16737",16737,"Uruguay",2005,11,27,86,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16738",16738,"Uruguay",2005,6,5,142,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16739",16739,"Uruguay",2005,5,15,132,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16740",16740,"Uruguay",2005,2,20,111,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16741",16741,"Uruguay",2005,9,25,163,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16742",16742,"Uruguay",2005,1,16,84,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16743",16743,"Uruguay",2005,4,24,150,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16744",16744,"Uruguay",2005,8,28,178,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16745",16745,"Uruguay",2005,7,31,175,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16746",16746,"Uruguay",2005,10,9,155,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16747",16747,"Uruguay",2005,11,20,99,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16748",16748,"Uruguay",2005,6,26,143,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16749",16749,"Uruguay",2005,4,17,146,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16750",16750,"Uruguay",2005,3,27,81,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16751",16751,"Uruguay",2005,10,16,179,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16752",16752,"Uruguay",2005,1,23,91,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16753",16753,"Uruguay",2005,8,7,154,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16754",16754,"Uruguay",2005,11,13,112,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16755",16755,"Uruguay",2005,8,21,180,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16756",16756,"Uruguay",2005,3,13,86,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16757",16757,"Uruguay",2005,1,30,102,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16758",16758,"Uruguay",2005,3,6,93,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16759",16759,"Uruguay",2005,9,11,143,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16760",16760,"Uruguay",2005,3,20,82,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16761",16761,"Uruguay",2005,7,3,130,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16762",16762,"Uruguay",2005,7,24,159,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16763",16763,"Uruguay",2005,10,23,205,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16764",16764,"Uruguay",2005,2,13,100,12.4,75.5,2.16,3325608,23032530046,"Americas","South America"
"16765",16765,"Uruguay",2006,11,26,126,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16766",16766,"Uruguay",2006,1,15,84,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16767",16767,"Uruguay",2006,12,3,111,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16768",16768,"Uruguay",2006,12,10,110,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16769",16769,"Uruguay",2006,5,21,151,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16770",16770,"Uruguay",2006,12,17,96,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16771",16771,"Uruguay",2006,1,8,95,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16772",16772,"Uruguay",2006,4,2,95,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16773",16773,"Uruguay",2006,12,24,88,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16774",16774,"Uruguay",2006,4,16,86,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16775",16775,"Uruguay",2006,1,1,103,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16776",16776,"Uruguay",2006,12,31,82,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16777",16777,"Uruguay",2006,5,28,165,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16778",16778,"Uruguay",2006,3,26,90,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16779",16779,"Uruguay",2006,6,4,158,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16780",16780,"Uruguay",2006,6,11,147,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16781",16781,"Uruguay",2006,3,19,83,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16782",16782,"Uruguay",2006,6,18,135,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16783",16783,"Uruguay",2006,6,25,155,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16784",16784,"Uruguay",2006,7,2,188,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16785",16785,"Uruguay",2006,3,12,79,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16786",16786,"Uruguay",2006,7,9,177,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16787",16787,"Uruguay",2006,4,23,89,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16788",16788,"Uruguay",2006,4,9,88,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16789",16789,"Uruguay",2006,7,16,179,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16790",16790,"Uruguay",2006,7,23,177,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16791",16791,"Uruguay",2006,3,5,81,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16792",16792,"Uruguay",2006,7,30,183,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16793",16793,"Uruguay",2006,2,26,87,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16794",16794,"Uruguay",2006,4,30,91,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16795",16795,"Uruguay",2006,8,6,194,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16796",16796,"Uruguay",2006,8,13,194,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16797",16797,"Uruguay",2006,8,20,181,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16798",16798,"Uruguay",2006,5,7,120,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16799",16799,"Uruguay",2006,8,27,175,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16800",16800,"Uruguay",2006,2,19,85,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16801",16801,"Uruguay",2006,9,3,178,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16802",16802,"Uruguay",2006,9,10,180,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16803",16803,"Uruguay",2006,9,17,197,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16804",16804,"Uruguay",2006,2,12,75,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16805",16805,"Uruguay",2006,9,24,173,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16806",16806,"Uruguay",2006,10,1,157,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16807",16807,"Uruguay",2006,10,8,152,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16808",16808,"Uruguay",2006,2,5,80,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16809",16809,"Uruguay",2006,10,15,141,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16810",16810,"Uruguay",2006,5,14,133,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16811",16811,"Uruguay",2006,1,29,81,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16812",16812,"Uruguay",2006,10,22,135,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16813",16813,"Uruguay",2006,10,29,129,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16814",16814,"Uruguay",2006,11,5,120,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16815",16815,"Uruguay",2006,1,22,81,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16816",16816,"Uruguay",2006,11,12,110,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16817",16817,"Uruguay",2006,11,19,126,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"16818",16818,"Uruguay",2007,10,7,128,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16819",16819,"Uruguay",2007,10,14,138,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16820",16820,"Uruguay",2007,11,11,127,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16821",16821,"Uruguay",2007,3,25,120,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16822",16822,"Uruguay",2007,4,15,114,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16823",16823,"Uruguay",2007,8,5,219,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16824",16824,"Uruguay",2007,10,28,135,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16825",16825,"Uruguay",2007,12,2,110,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16826",16826,"Uruguay",2007,7,15,294,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16827",16827,"Uruguay",2007,7,1,179,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16828",16828,"Uruguay",2007,4,22,107,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16829",16829,"Uruguay",2007,1,28,71,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16830",16830,"Uruguay",2007,4,29,101,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16831",16831,"Uruguay",2007,2,18,74,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16832",16832,"Uruguay",2007,3,18,98,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16833",16833,"Uruguay",2007,12,23,101,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16834",16834,"Uruguay",2007,3,11,96,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16835",16835,"Uruguay",2007,2,11,72,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16836",16836,"Uruguay",2007,9,2,196,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16837",16837,"Uruguay",2007,9,9,164,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16838",16838,"Uruguay",2007,9,30,126,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16839",16839,"Uruguay",2007,11,25,113,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16840",16840,"Uruguay",2007,6,3,219,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16841",16841,"Uruguay",2007,9,23,133,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16842",16842,"Uruguay",2007,11,4,133,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16843",16843,"Uruguay",2007,5,6,109,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16844",16844,"Uruguay",2007,2,4,73,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16845",16845,"Uruguay",2007,10,21,136,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16846",16846,"Uruguay",2007,1,14,73,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16847",16847,"Uruguay",2007,4,8,124,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16848",16848,"Uruguay",2007,5,27,195,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16849",16849,"Uruguay",2007,7,8,221,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16850",16850,"Uruguay",2007,5,20,175,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16851",16851,"Uruguay",2007,4,1,117,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16852",16852,"Uruguay",2007,7,22,290,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16853",16853,"Uruguay",2007,2,25,76,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16854",16854,"Uruguay",2007,12,9,120,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16855",16855,"Uruguay",2007,8,26,221,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16856",16856,"Uruguay",2007,7,29,232,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16857",16857,"Uruguay",2007,9,16,144,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16858",16858,"Uruguay",2007,8,19,230,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16859",16859,"Uruguay",2007,6,10,218,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16860",16860,"Uruguay",2007,12,16,107,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16861",16861,"Uruguay",2007,3,4,77,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16862",16862,"Uruguay",2007,5,13,127,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16863",16863,"Uruguay",2007,1,21,72,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16864",16864,"Uruguay",2007,8,12,210,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16865",16865,"Uruguay",2007,12,30,92,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16866",16866,"Uruguay",2007,6,17,237,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16867",16867,"Uruguay",2007,1,7,75,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16868",16868,"Uruguay",2007,11,18,110,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16869",16869,"Uruguay",2007,6,24,201,11.5,75.7,2.12,3339750,25544963828,"Americas","South America"
"16870",16870,"Uruguay",2008,2,3,73,11.2,76,2.11,3350832,27378107386,"Americas","South America"
"16871",16871,"Uruguay",2008,11,2,103,11.2,76,2.11,3350832,27378107386,"Americas","South America"
"16872",16872,"Uruguay",2008,11,30,80,11.2,76,2.11,3350832,27378107386,"Americas","South America"
"16873",16873,"Uruguay",2008,2,10,80,11.2,76,2.11,3350832,27378107386,"Americas","South America"
